"","eventID","Year","Month","RESET_score","date"
"762","Ransome_WAK06_WAK06A_110101_140101","2012","Jan",0.27,2012-01-01
"763","Ransome_WAK08_WAK08A_110101_140101","2012","Jan",0.14,2012-01-01
"764","Ransome_FFS12_FFS12A_100101_130101","2012","Feb",0.05,2012-02-01
"765","Ransome_FFS34_FFS34A_100101_130101","2012","Feb",0.07,2012-02-01
"766","Ransome_GUA02_GUA02C_110101_140101","2012","Feb",0.15,2012-02-01
"767","Ransome_GUA05_GUA05B_110101_140101","2012","Feb",0.16,2012-02-01
"768","Ransome_GUA08_GUA08A_110101_140101","2012","Feb",0.21,2012-02-01
"769","Ransome_GUA08_GUA08B_110101_140101","2012","Feb",0.21,2012-02-01
"770","Ransome_GUA08_GUA08C_110101_140101","2012","Feb",0.21,2012-02-01
"771","Ransome_HAW22_HAW22B_100101_130101","2012","Feb",0.06,2012-02-01
"772","Ransome_HAW24_HAW24A_100101_130101","2012","Feb",0.02,2012-02-01
"773","Ransome_HAW24_HAW24B_100101_130101","2012","Feb",0.02,2012-02-01
"774","Ransome_HAW24_HAW24C_100101_130101","2012","Feb",0.02,2012-02-01
"775","Ransome_IND01_CE01_110701_120601","2012","Feb",0.25,2012-02-01
"776","Ransome_IND01_CE02_110701_120601","2012","Feb",0.25,2012-02-01
"777","Ransome_IND01_CE03_110701_120601","2012","Feb",0.25,2012-02-01
"778","Ransome_IND02_INDO04_110701_120601","2012","Feb",0.25,2012-02-01
"779","Ransome_IND02_INDO05_110701_120601","2012","Feb",0.25,2012-02-01
"780","Ransome_IND02_INDO06_110701_120601","2012","Feb",0.25,2012-02-01
"781","Ransome_KAU02_KAU02A_100101_130101","2012","Feb",0.02,2012-02-01
"782","Ransome_KAU06_KAU06A_100101_130101","2012","Feb",0.13,2012-02-01
"783","Ransome_KAU08_KAU08A_100101_130101","2012","Feb",0.12,2012-02-01
"784","Ransome_KUR12_KUR12A_100101_130101","2012","Feb",0.25,2012-02-01
"785","Ransome_KUR33_KUR33A_100101_130101","2012","Feb",0.25,2012-02-01
"786","Ransome_LIS10_LIS10B_100101_130101","2012","Feb",0.21,2012-02-01
"787","Ransome_LIS14_LIS14B_100101_130101","2012","Feb",0.25,2012-02-01
"788","Ransome_MAI01_MAI01B_100101_130101","2012","Feb",0.1,2012-02-01
"789","Ransome_MAU04_MAU04A_110101_140101","2012","Feb",0.05,2012-02-01
"790","Ransome_MAU04_MAU04B_110101_140101","2012","Feb",0.05,2012-02-01
"791","Ransome_MAU04_MAU04C_110101_140101","2012","Feb",0.05,2012-02-01
"792","Ransome_MAU09_MAU09A_110101_140101","2012","Feb",0.03,2012-02-01
"793","Ransome_MOO01_MOO21_120201_140117","2012","Feb",0.2,2012-02-01
"794","Ransome_MOO02_MOO22_120201_140118","2012","Feb",0.19,2012-02-01
"795","Ransome_MOO02_MOO23_120201_140119","2012","Feb",0.19,2012-02-01
"796","Ransome_MOO02_MOO24_120201_140120","2012","Feb",0.19,2012-02-01
"797","Ransome_MOO03_MOO25_120201_140122","2012","Feb",0.17,2012-02-01
"798","Ransome_MOO03_MOO27_120201_140121","2012","Feb",0.17,2012-02-01
"799","Ransome_OAH12_OAH12B_100101_2013","2012","Feb",0.06,2012-02-01
"800","Ransome_PAG01_PAG01C_110101_140101","2012","Feb",0.14,2012-02-01
"801","Ransome_PAG05_PAG05C_110101_140101","2012","Feb",0.11,2012-02-01
"802","Ransome_PAG09_PAG09B_110101_140101","2012","Feb",0.14,2012-02-01
"803","Ransome_PHR26_PHR26A_100101_130101","2012","Feb",0.17,2012-02-01
"804","Ransome_PHR33_PHR33A_100101_130101","2012","Feb",0.21,2012-02-01
"805","Ransome_PHR33_PHR33B_100101_130101","2012","Feb",0.21,2012-02-01
"806","Ransome_PHR33_PHR33C_100101_130101","2012","Feb",0.21,2012-02-01
"807","Ransome_PHR42_PHR42A_100101_130101","2012","Feb",0.19,2012-02-01
"808","Ransome_SAI05_SAI05A_110101_140101","2012","Feb",0.09,2012-02-01
"809","Ransome_SAI06_SAI06B_110101_140101","2012","Feb",0.1,2012-02-01
"810","Ransome_SAI08_SAI08A_110101_140101","2012","Feb",0.13,2012-02-01
"811","Ransome_WAK06_WAK06A_110101_140101","2012","Feb",0.22,2012-02-01
"812","Ransome_WAK08_WAK08A_110101_140101","2012","Feb",0.18,2012-02-01
"813","Ransome_FFS12_FFS12A_100101_130101","2012","Mar",0.01,2012-03-01
"814","Ransome_FFS34_FFS34A_100101_130101","2012","Mar",0.03,2012-03-01
"815","Ransome_GUA02_GUA02C_110101_140101","2012","Mar",0.15,2012-03-01
"816","Ransome_GUA05_GUA05B_110101_140101","2012","Mar",0.14,2012-03-01
"817","Ransome_GUA08_GUA08A_110101_140101","2012","Mar",0.21,2012-03-01
"818","Ransome_GUA08_GUA08B_110101_140101","2012","Mar",0.21,2012-03-01
"819","Ransome_GUA08_GUA08C_110101_140101","2012","Mar",0.21,2012-03-01
"820","Ransome_HAW22_HAW22B_100101_130101","2012","Mar",0.04,2012-03-01
"821","Ransome_HAW24_HAW24A_100101_130101","2012","Mar",0,2012-03-01
"822","Ransome_HAW24_HAW24B_100101_130101","2012","Mar",0,2012-03-01
"823","Ransome_HAW24_HAW24C_100101_130101","2012","Mar",0,2012-03-01
"824","Ransome_IND01_CE01_110701_120601","2012","Mar",0.22,2012-03-01
"825","Ransome_IND01_CE02_110701_120601","2012","Mar",0.22,2012-03-01
"826","Ransome_IND01_CE03_110701_120601","2012","Mar",0.22,2012-03-01
"827","Ransome_IND02_INDO04_110701_120601","2012","Mar",0.22,2012-03-01
"828","Ransome_IND02_INDO05_110701_120601","2012","Mar",0.22,2012-03-01
"829","Ransome_IND02_INDO06_110701_120601","2012","Mar",0.22,2012-03-01
"830","Ransome_KAU02_KAU02A_100101_130101","2012","Mar",0,2012-03-01
"831","Ransome_KAU06_KAU06A_100101_130101","2012","Mar",0.11,2012-03-01
"832","Ransome_KAU08_KAU08A_100101_130101","2012","Mar",0.12,2012-03-01
"833","Ransome_KUR12_KUR12A_100101_130101","2012","Mar",0.26,2012-03-01
"834","Ransome_KUR33_KUR33A_100101_130101","2012","Mar",0.24,2012-03-01
"835","Ransome_LIS10_LIS10B_100101_130101","2012","Mar",0.12,2012-03-01
"836","Ransome_LIS14_LIS14B_100101_130101","2012","Mar",0.12,2012-03-01
"837","Ransome_MAI01_MAI01B_100101_130101","2012","Mar",0.03,2012-03-01
"838","Ransome_MAU04_MAU04A_110101_140101","2012","Mar",0.07,2012-03-01
"839","Ransome_MAU04_MAU04B_110101_140101","2012","Mar",0.07,2012-03-01
"840","Ransome_MAU04_MAU04C_110101_140101","2012","Mar",0.07,2012-03-01
"841","Ransome_MAU09_MAU09A_110101_140101","2012","Mar",0.05,2012-03-01
"842","Ransome_MOO01_MOO21_120201_140117","2012","Mar",0.17,2012-03-01
"843","Ransome_MOO02_MOO22_120201_140118","2012","Mar",0.17,2012-03-01
"844","Ransome_MOO02_MOO23_120201_140119","2012","Mar",0.17,2012-03-01
"845","Ransome_MOO02_MOO24_120201_140120","2012","Mar",0.17,2012-03-01
"846","Ransome_MOO03_MOO25_120201_140122","2012","Mar",0.17,2012-03-01
"847","Ransome_MOO03_MOO27_120201_140121","2012","Mar",0.17,2012-03-01
"848","Ransome_OAH12_OAH12B_100101_2013","2012","Mar",0.05,2012-03-01
"849","Ransome_PAG01_PAG01C_110101_140101","2012","Mar",0.12,2012-03-01
"850","Ransome_PAG05_PAG05C_110101_140101","2012","Mar",0.12,2012-03-01
"851","Ransome_PAG09_PAG09B_110101_140101","2012","Mar",0.14,2012-03-01
"852","Ransome_PHR26_PHR26A_100101_130101","2012","Mar",0.01,2012-03-01
"853","Ransome_PHR33_PHR33A_100101_130101","2012","Mar",0.04,2012-03-01
"854","Ransome_PHR33_PHR33B_100101_130101","2012","Mar",0.04,2012-03-01
"855","Ransome_PHR33_PHR33C_100101_130101","2012","Mar",0.04,2012-03-01
"856","Ransome_PHR42_PHR42A_100101_130101","2012","Mar",0.08,2012-03-01
"857","Ransome_SAI05_SAI05A_110101_140101","2012","Mar",0.08,2012-03-01
"858","Ransome_SAI06_SAI06B_110101_140101","2012","Mar",0.12,2012-03-01
"859","Ransome_SAI08_SAI08A_110101_140101","2012","Mar",0.15,2012-03-01
"860","Ransome_WAK06_WAK06A_110101_140101","2012","Mar",0.26,2012-03-01
"861","Ransome_WAK08_WAK08A_110101_140101","2012","Mar",0.17,2012-03-01
"862","Ransome_ART01_ART01A_120312_150524","2012","Apr",0.32,2012-04-01
"863","Ransome_ART01_ART01B_120312_150524","2012","Apr",0.32,2012-04-01
"864","Ransome_ART02_ART02A_120312_150523","2012","Apr",0.37,2012-04-01
"865","Ransome_ART02_ART02B_120312_150523","2012","Apr",0.37,2012-04-01
"866","Ransome_ART02_ART02C_120312_150501","2012","Apr",0.37,2012-04-01
"867","Ransome_BAA01_BAA01A_120312_150530","2012","Apr",0.29,2012-04-01
"868","Ransome_BAA01_BAA01B_120312_150530","2012","Apr",0.29,2012-04-01
"869","Ransome_BAA01_BAA01C_120312_150530","2012","Apr",0.29,2012-04-01
"870","Ransome_BAA02_BAA02A_120312_150526","2012","Apr",0.35,2012-04-01
"871","Ransome_BAA02_BAA02B_120312_150531","2012","Apr",0.35,2012-04-01
"872","Ransome_BAA02_BAA02C_120312_150531","2012","Apr",0.35,2012-04-01
"873","Ransome_BAO01_BAO01A_120312_150521","2012","Apr",0.34,2012-04-01
"874","Ransome_BAO01_BAO01B_120312_150521","2012","Apr",0.34,2012-04-01
"875","Ransome_BAO01_BAO01C_120312_150521","2012","Apr",0.34,2012-04-01
"876","Ransome_BAO02_BAO02A_120312_150526","2012","Apr",0.37,2012-04-01
"877","Ransome_BAO02_BAO02B_120312_150526","2012","Apr",0.37,2012-04-01
"878","Ransome_BAO02_BAO02C_120312_150526","2012","Apr",0.37,2012-04-01
"879","Ransome_FFS12_FFS12A_100101_130101","2012","Apr",0.09,2012-04-01
"880","Ransome_FFS34_FFS34A_100101_130101","2012","Apr",0.11,2012-04-01
"881","Ransome_GUA02_GUA02C_110101_140101","2012","Apr",0.18,2012-04-01
"882","Ransome_GUA05_GUA05B_110101_140101","2012","Apr",0.22,2012-04-01
"883","Ransome_GUA08_GUA08A_110101_140101","2012","Apr",0.28,2012-04-01
"884","Ransome_GUA08_GUA08B_110101_140101","2012","Apr",0.28,2012-04-01
"885","Ransome_GUA08_GUA08C_110101_140101","2012","Apr",0.28,2012-04-01
"886","Ransome_HAW22_HAW22B_100101_130101","2012","Apr",0.06,2012-04-01
"887","Ransome_HAW24_HAW24A_100101_130101","2012","Apr",0.04,2012-04-01
"888","Ransome_HAW24_HAW24B_100101_130101","2012","Apr",0.04,2012-04-01
"889","Ransome_HAW24_HAW24C_100101_130101","2012","Apr",0.04,2012-04-01
"890","Ransome_IND01_CE01_110701_120601","2012","Apr",0.26,2012-04-01
"891","Ransome_IND01_CE02_110701_120601","2012","Apr",0.26,2012-04-01
"892","Ransome_IND01_CE03_110701_120601","2012","Apr",0.26,2012-04-01
"893","Ransome_IND02_INDO04_110701_120601","2012","Apr",0.26,2012-04-01
"894","Ransome_IND02_INDO05_110701_120601","2012","Apr",0.26,2012-04-01
"895","Ransome_IND02_INDO06_110701_120601","2012","Apr",0.26,2012-04-01
"896","Ransome_KAU02_KAU02A_100101_130101","2012","Apr",0.07,2012-04-01
"897","Ransome_KAU06_KAU06A_100101_130101","2012","Apr",0.13,2012-04-01
"898","Ransome_KAU08_KAU08A_100101_130101","2012","Apr",0.15,2012-04-01
"899","Ransome_KOA01_KOA01A_120312_150523","2012","Apr",0.34,2012-04-01
"900","Ransome_KOA02_KOA02A_120312_150523","2012","Apr",0.37,2012-04-01
"901","Ransome_KUR12_KUR12A_100101_130101","2012","Apr",0.21,2012-04-01
"902","Ransome_KUR33_KUR33A_100101_130101","2012","Apr",0.18,2012-04-01
"903","Ransome_LIS10_LIS10B_100101_130101","2012","Apr",0.01,2012-04-01
"904","Ransome_LIS14_LIS14B_100101_130101","2012","Apr",0.02,2012-04-01
"905","Ransome_MAI01_MAI01B_100101_130101","2012","Apr",0.06,2012-04-01
"906","Ransome_MAU04_MAU04A_110101_140101","2012","Apr",0.15,2012-04-01
"907","Ransome_MAU04_MAU04B_110101_140101","2012","Apr",0.15,2012-04-01
"908","Ransome_MAU04_MAU04C_110101_140101","2012","Apr",0.15,2012-04-01
"909","Ransome_MAU09_MAU09A_110101_140101","2012","Apr",0.11,2012-04-01
"910","Ransome_MOO01_MOO21_120201_140117","2012","Apr",0.24,2012-04-01
"911","Ransome_MOO02_MOO22_120201_140118","2012","Apr",0.23,2012-04-01
"912","Ransome_MOO02_MOO23_120201_140119","2012","Apr",0.23,2012-04-01
"913","Ransome_MOO02_MOO24_120201_140120","2012","Apr",0.23,2012-04-01
"914","Ransome_MOO03_MOO25_120201_140122","2012","Apr",0.23,2012-04-01
"915","Ransome_MOO03_MOO27_120201_140121","2012","Apr",0.23,2012-04-01
"916","Ransome_OAH12_OAH12B_100101_2013","2012","Apr",0.05,2012-04-01
"917","Ransome_OFU03_OFU03A_120401_150201","2012","Apr",0.26,2012-04-01
"918","Ransome_OFU03_OFU03B_120401_150201","2012","Apr",0.26,2012-04-01
"919","Ransome_OFU03_OFU03C_120401_150201","2012","Apr",0.26,2012-04-01
"920","Ransome_OFU04_OFU04C_120401_150201","2012","Apr",0.26,2012-04-01
"921","Ransome_OLO04_OLO04C_120401_150201","2012","Apr",0.17,2012-04-01
"922","Ransome_PAG01_PAG01C_110101_140101","2012","Apr",0.19,2012-04-01
"923","Ransome_PAG05_PAG05C_110101_140101","2012","Apr",0.21,2012-04-01
"924","Ransome_PAG09_PAG09B_110101_140101","2012","Apr",0.18,2012-04-01
"925","Ransome_PHR26_PHR26A_100101_130101","2012","Apr",0.08,2012-04-01
"926","Ransome_PHR33_PHR33A_100101_130101","2012","Apr",0.09,2012-04-01
"927","Ransome_PHR33_PHR33B_100101_130101","2012","Apr",0.09,2012-04-01
"928","Ransome_PHR33_PHR33C_100101_130101","2012","Apr",0.09,2012-04-01
"929","Ransome_PHR42_PHR42A_100101_130101","2012","Apr",0.18,2012-04-01
"930","Ransome_ROS04_ROS04C_120401_150201","2012","Apr",0.16,2012-04-01
"931","Ransome_ROS19_ROS19C_120401_150201","2012","Apr",0.15,2012-04-01
"932","Ransome_ROS25_ROS25C_120401_150201","2012","Apr",0.21,2012-04-01
"933","Ransome_SAI05_SAI05A_110101_140101","2012","Apr",0.13,2012-04-01
"934","Ransome_SAI06_SAI06B_110101_140101","2012","Apr",0.18,2012-04-01
"935","Ransome_SAI08_SAI08A_110101_140101","2012","Apr",0.2,2012-04-01
"936","Ransome_TUT01_TUT01C_120401_150201","2012","Apr",0.21,2012-04-01
"937","Ransome_TUT11_TUT11A_120401_150201","2012","Apr",0.21,2012-04-01
"938","Ransome_TUT11_TUT11B_120401_150201","2012","Apr",0.21,2012-04-01
"939","Ransome_TUT11_TUT11C_120401_150201","2012","Apr",0.21,2012-04-01
"940","Ransome_TUT22_TUT22C_120401_150201","2012","Apr",0.23,2012-04-01
"941","Ransome_TWI01_TWI01A_120312_150520","2012","Apr",0.36,2012-04-01
"942","Ransome_TWI01_TWI01B_120312_150520","2012","Apr",0.36,2012-04-01
"943","Ransome_TWI01_TWI01C_120312_150520","2012","Apr",0.36,2012-04-01
"944","Ransome_TWI02_TWI02A_120312_150522","2012","Apr",0.29,2012-04-01
"945","Ransome_TWI02_TWI02B_120312_150522","2012","Apr",0.29,2012-04-01
"946","Ransome_TWI02_TWI02C_120312_150522","2012","Apr",0.29,2012-04-01
"947","Ransome_WAK06_WAK06A_110101_140101","2012","Apr",0.18,2012-04-01
"948","Ransome_WAK08_WAK08A_110101_140101","2012","Apr",0.11,2012-04-01
"949","Ransome_ART01_ART01A_120312_150524","2012","May",0.42,2012-05-01
"950","Ransome_ART01_ART01B_120312_150524","2012","May",0.42,2012-05-01
"951","Ransome_ART02_ART02A_120312_150523","2012","May",0.48,2012-05-01
"952","Ransome_ART02_ART02B_120312_150523","2012","May",0.48,2012-05-01
"953","Ransome_ART02_ART02C_120312_150501","2012","May",0.48,2012-05-01
"954","Ransome_BAA01_BAA01A_120312_150530","2012","May",0.31,2012-05-01
"955","Ransome_BAA01_BAA01B_120312_150530","2012","May",0.31,2012-05-01
"956","Ransome_BAA01_BAA01C_120312_150530","2012","May",0.31,2012-05-01
"957","Ransome_BAA02_BAA02A_120312_150526","2012","May",0.36,2012-05-01
"958","Ransome_BAA02_BAA02B_120312_150531","2012","May",0.36,2012-05-01
"959","Ransome_BAA02_BAA02C_120312_150531","2012","May",0.36,2012-05-01
"960","Ransome_BAO01_BAO01A_120312_150521","2012","May",0.46,2012-05-01
"961","Ransome_BAO01_BAO01B_120312_150521","2012","May",0.46,2012-05-01
"962","Ransome_BAO01_BAO01C_120312_150521","2012","May",0.46,2012-05-01
"963","Ransome_BAO02_BAO02A_120312_150526","2012","May",0.49,2012-05-01
"964","Ransome_BAO02_BAO02B_120312_150526","2012","May",0.49,2012-05-01
"965","Ransome_BAO02_BAO02C_120312_150526","2012","May",0.49,2012-05-01
"966","Ransome_FFS12_FFS12A_100101_130101","2012","May",0.09,2012-05-01
"967","Ransome_FFS34_FFS34A_100101_130101","2012","May",0.11,2012-05-01
"968","Ransome_GUA02_GUA02C_110101_140101","2012","May",0.23,2012-05-01
"969","Ransome_GUA05_GUA05B_110101_140101","2012","May",0.19,2012-05-01
"970","Ransome_GUA08_GUA08A_110101_140101","2012","May",0.33,2012-05-01
"971","Ransome_GUA08_GUA08B_110101_140101","2012","May",0.33,2012-05-01
"972","Ransome_GUA08_GUA08C_110101_140101","2012","May",0.33,2012-05-01
"973","Ransome_HAW22_HAW22B_100101_130101","2012","May",0.07,2012-05-01
"974","Ransome_HAW24_HAW24A_100101_130101","2012","May",0.04,2012-05-01
"975","Ransome_HAW24_HAW24B_100101_130101","2012","May",0.04,2012-05-01
"976","Ransome_HAW24_HAW24C_100101_130101","2012","May",0.04,2012-05-01
"977","Ransome_IND01_CE01_110701_120601","2012","May",0.23,2012-05-01
"978","Ransome_IND01_CE02_110701_120601","2012","May",0.23,2012-05-01
"979","Ransome_IND01_CE03_110701_120601","2012","May",0.23,2012-05-01
"980","Ransome_IND02_INDO04_110701_120601","2012","May",0.23,2012-05-01
"981","Ransome_IND02_INDO05_110701_120601","2012","May",0.23,2012-05-01
"982","Ransome_IND02_INDO06_110701_120601","2012","May",0.23,2012-05-01
"983","Ransome_JAR04_JAR04C_120501_150301","2012","May",0.03,2012-05-01
"984","Ransome_JAR08_JAR08C_120501_150301","2012","May",0.07,2012-05-01
"985","Ransome_JAR11_JAR11C_120501_150301","2012","May",0.03,2012-05-01
"986","Ransome_KAU02_KAU02A_100101_130101","2012","May",0.07,2012-05-01
"987","Ransome_KAU06_KAU06A_100101_130101","2012","May",0.16,2012-05-01
"988","Ransome_KAU08_KAU08A_100101_130101","2012","May",0.17,2012-05-01
"989","Ransome_KIN05_KIN05C_120501_150301","2012","May",0.11,2012-05-01
"990","Ransome_KIN11_KIN11C_120501_150301","2012","May",0.08,2012-05-01
"991","Ransome_KIN13_KIN13A_120501_150301","2012","May",0,2012-05-01
"992","Ransome_KIN13_KIN13B_120501_150301","2012","May",0,2012-05-01
"993","Ransome_KIN13_KIN13C_120501_150301","2012","May",0,2012-05-01
"994","Ransome_KOA01_KOA01A_120312_150523","2012","May",0.53,2012-05-01
"995","Ransome_KOA02_KOA02A_120312_150523","2012","May",0.56,2012-05-01
"996","Ransome_KUR12_KUR12A_100101_130101","2012","May",0.32,2012-05-01
"997","Ransome_KUR33_KUR33A_100101_130101","2012","May",0.32,2012-05-01
"998","Ransome_LIS10_LIS10B_100101_130101","2012","May",0.07,2012-05-01
"999","Ransome_LIS14_LIS14B_100101_130101","2012","May",0.08,2012-05-01
"1000","Ransome_MAI01_MAI01B_100101_130101","2012","May",0.12,2012-05-01
"1001","Ransome_MAU04_MAU04A_110101_140101","2012","May",0.15,2012-05-01
"1002","Ransome_MAU04_MAU04B_110101_140101","2012","May",0.15,2012-05-01
"1003","Ransome_MAU04_MAU04C_110101_140101","2012","May",0.15,2012-05-01
"1004","Ransome_MAU09_MAU09A_110101_140101","2012","May",0.12,2012-05-01
"1005","Ransome_MOO01_MOO21_120201_140117","2012","May",0.19,2012-05-01
"1006","Ransome_MOO02_MOO22_120201_140118","2012","May",0.19,2012-05-01
"1007","Ransome_MOO02_MOO23_120201_140119","2012","May",0.19,2012-05-01
"1008","Ransome_MOO02_MOO24_120201_140120","2012","May",0.19,2012-05-01
"1009","Ransome_MOO03_MOO25_120201_140122","2012","May",0.19,2012-05-01
"1010","Ransome_MOO03_MOO27_120201_140121","2012","May",0.19,2012-05-01
"1011","Ransome_OAH12_OAH12B_100101_2013","2012","May",0.05,2012-05-01
"1012","Ransome_OFU03_OFU03A_120401_150201","2012","May",0.24,2012-05-01
"1013","Ransome_OFU03_OFU03B_120401_150201","2012","May",0.24,2012-05-01
"1014","Ransome_OFU03_OFU03C_120401_150201","2012","May",0.24,2012-05-01
"1015","Ransome_OFU04_OFU04C_120401_150201","2012","May",0.24,2012-05-01
"1016","Ransome_OLO04_OLO04C_120401_150201","2012","May",0.15,2012-05-01
"1017","Ransome_PAG01_PAG01C_110101_140101","2012","May",0.22,2012-05-01
"1018","Ransome_PAG05_PAG05C_110101_140101","2012","May",0.2,2012-05-01
"1019","Ransome_PAG09_PAG09B_110101_140101","2012","May",0.21,2012-05-01
"1020","Ransome_PAL01_PAL01C_120501_150301","2012","May",0.08,2012-05-01
"1021","Ransome_PAL17_PAL17C_120501_150301","2012","May",0.01,2012-05-01
"1022","Ransome_PAL19_PAL19C_120501_150301","2012","May",0.02,2012-05-01
"1023","Ransome_PHR26_PHR26A_100101_130101","2012","May",0.27,2012-05-01
"1024","Ransome_PHR33_PHR33A_100101_130101","2012","May",0.28,2012-05-01
"1025","Ransome_PHR33_PHR33B_100101_130101","2012","May",0.28,2012-05-01
"1026","Ransome_PHR33_PHR33C_100101_130101","2012","May",0.28,2012-05-01
"1027","Ransome_PHR42_PHR42A_100101_130101","2012","May",0.27,2012-05-01
"1028","Ransome_ROS04_ROS04C_120401_150201","2012","May",0.11,2012-05-01
"1029","Ransome_ROS19_ROS19C_120401_150201","2012","May",0.1,2012-05-01
"1030","Ransome_ROS25_ROS25C_120401_150201","2012","May",0.17,2012-05-01
"1031","Ransome_SAI05_SAI05A_110101_140101","2012","May",0.15,2012-05-01
"1032","Ransome_SAI06_SAI06B_110101_140101","2012","May",0.18,2012-05-01
"1033","Ransome_SAI08_SAI08A_110101_140101","2012","May",0.16,2012-05-01
"1034","Ransome_TUT01_TUT01C_120401_150201","2012","May",0.22,2012-05-01
"1035","Ransome_TUT11_TUT11A_120401_150201","2012","May",0.15,2012-05-01
"1036","Ransome_TUT11_TUT11B_120401_150201","2012","May",0.15,2012-05-01
"1037","Ransome_TUT11_TUT11C_120401_150201","2012","May",0.15,2012-05-01
"1038","Ransome_TUT22_TUT22C_120401_150201","2012","May",0.14,2012-05-01
"1039","Ransome_TWI01_TWI01A_120312_150520","2012","May",0.37,2012-05-01
"1040","Ransome_TWI01_TWI01B_120312_150520","2012","May",0.37,2012-05-01
"1041","Ransome_TWI01_TWI01C_120312_150520","2012","May",0.37,2012-05-01
"1042","Ransome_TWI02_TWI02A_120312_150522","2012","May",0.3,2012-05-01
"1043","Ransome_TWI02_TWI02B_120312_150522","2012","May",0.3,2012-05-01
"1044","Ransome_TWI02_TWI02C_120312_150522","2012","May",0.3,2012-05-01
"1045","Ransome_WAK06_WAK06A_110101_140101","2012","May",0.2,2012-05-01
"1046","Ransome_WAK08_WAK08A_110101_140101","2012","May",0.11,2012-05-01
"1047","Ransome_ART01_ART01A_120312_150524","2012","Jun",0.2,2012-06-01
"1048","Ransome_ART01_ART01B_120312_150524","2012","Jun",0.2,2012-06-01
"1049","Ransome_ART02_ART02A_120312_150523","2012","Jun",0.26,2012-06-01
"1050","Ransome_ART02_ART02B_120312_150523","2012","Jun",0.26,2012-06-01
"1051","Ransome_ART02_ART02C_120312_150501","2012","Jun",0.26,2012-06-01
"1052","Ransome_BAA01_BAA01A_120312_150530","2012","Jun",0.2,2012-06-01
"1053","Ransome_BAA01_BAA01B_120312_150530","2012","Jun",0.2,2012-06-01
"1054","Ransome_BAA01_BAA01C_120312_150530","2012","Jun",0.2,2012-06-01
"1055","Ransome_BAA02_BAA02A_120312_150526","2012","Jun",0.25,2012-06-01
"1056","Ransome_BAA02_BAA02B_120312_150531","2012","Jun",0.25,2012-06-01
"1057","Ransome_BAA02_BAA02C_120312_150531","2012","Jun",0.25,2012-06-01
"1058","Ransome_BAO01_BAO01A_120312_150521","2012","Jun",0.25,2012-06-01
"1059","Ransome_BAO01_BAO01B_120312_150521","2012","Jun",0.25,2012-06-01
"1060","Ransome_BAO01_BAO01C_120312_150521","2012","Jun",0.25,2012-06-01
"1061","Ransome_BAO02_BAO02A_120312_150526","2012","Jun",0.28,2012-06-01
"1062","Ransome_BAO02_BAO02B_120312_150526","2012","Jun",0.28,2012-06-01
"1063","Ransome_BAO02_BAO02C_120312_150526","2012","Jun",0.28,2012-06-01
"1064","Ransome_FFS12_FFS12A_100101_130101","2012","Jun",0.08,2012-06-01
"1065","Ransome_FFS34_FFS34A_100101_130101","2012","Jun",0.1,2012-06-01
"1066","Ransome_GUA02_GUA02C_110101_140101","2012","Jun",0.22,2012-06-01
"1067","Ransome_GUA05_GUA05B_110101_140101","2012","Jun",0.22,2012-06-01
"1068","Ransome_GUA08_GUA08A_110101_140101","2012","Jun",0.29,2012-06-01
"1069","Ransome_GUA08_GUA08B_110101_140101","2012","Jun",0.29,2012-06-01
"1070","Ransome_GUA08_GUA08C_110101_140101","2012","Jun",0.29,2012-06-01
"1071","Ransome_HAW22_HAW22B_100101_130101","2012","Jun",0.08,2012-06-01
"1072","Ransome_HAW24_HAW24A_100101_130101","2012","Jun",0.08,2012-06-01
"1073","Ransome_HAW24_HAW24B_100101_130101","2012","Jun",0.08,2012-06-01
"1074","Ransome_HAW24_HAW24C_100101_130101","2012","Jun",0.08,2012-06-01
"1075","Ransome_HR01_HR01_120601_130601","2012","Jun",0.23,2012-06-01
"1076","Ransome_HR01_INDO10_120601_130601","2012","Jun",0.23,2012-06-01
"1077","Ransome_HR01_INDO15_120601_130708","2012","Jun",0.23,2012-06-01
"1078","Ransome_IND01_CE01_110701_120601","2012","Jun",0.23,2012-06-01
"1079","Ransome_IND01_CE02_110701_120601","2012","Jun",0.23,2012-06-01
"1080","Ransome_IND01_CE03_110701_120601","2012","Jun",0.23,2012-06-01
"1081","Ransome_IND01_INDO11_120601_130706","2012","Jun",0.23,2012-06-01
"1082","Ransome_IND01_INDO12_120601_130707","2012","Jun",0.23,2012-06-01
"1083","Ransome_IND01_INDO13_120601_130707","2012","Jun",0.23,2012-06-01
"1084","Ransome_IND02_INDO04_110701_120601","2012","Jun",0.23,2012-06-01
"1085","Ransome_IND02_INDO05_110701_120601","2012","Jun",0.23,2012-06-01
"1086","Ransome_IND02_INDO06_110701_120601","2012","Jun",0.23,2012-06-01
"1087","Ransome_JAR04_JAR04C_120501_150301","2012","Jun",0.07,2012-06-01
"1088","Ransome_JAR08_JAR08C_120501_150301","2012","Jun",0.12,2012-06-01
"1089","Ransome_JAR11_JAR11C_120501_150301","2012","Jun",0.05,2012-06-01
"1090","Ransome_KAU02_KAU02A_100101_130101","2012","Jun",0.06,2012-06-01
"1091","Ransome_KAU06_KAU06A_100101_130101","2012","Jun",0.16,2012-06-01
"1092","Ransome_KAU08_KAU08A_100101_130101","2012","Jun",0.14,2012-06-01
